Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
11,0.5492948,0.572086,0.600937,0.91232395,0.91232395,0.99594295,0.572086,train,Arteriole media
11,0.17092021,0.1904681,0.17743799,0.95810306,0.95810306,0.9229094,0.1904681,train,Arteriole adventitia
11,0.018422943,0.033242613,0.018685944,0.9385683,0.9385683,0.9364051,0.033242613,train,Capillary lumen
11,0.021347951,0.037783854,0.02231162,0.79901016,0.79901016,0.9510634,0.037783857,train,Capillary wall
11,0.69214094,0.77539825,0.8324954,0.81211454,0.81211454,0.996139,0.77539825,train,Venule lumen
11,0.60765076,0.7065157,0.71392107,0.78888774,0.78888774,0.98829174,0.7065157,train,Venule wall
11,0.8081771,0.81780255,0.8303077,0.97396386,0.97396386,0.9975967,0.81780255,train,Immune cells
11,0.88122594,0.91027236,0.9577379,0.9231107,0.9231107,0.99917936,0.91027236,train,Nerve trunks
11,0.5045546,0.53926325,0.55408144,0.8955468,0.8955468,0.97625446,0.53926325,train,Mean
12,0.6301534,0.67026937,0.79714984,0.8298917,0.8298917,0.9997978,0.67026937,test,Arteriole lumen
12,0.6406673,0.67800355,0.6815184,0.93262315,0.93262315,0.9963974,0.67800355,test,Arteriole media
12,0.19478676,0.20313136,0.19522913,0.9913489,0.9913489,0.95021677,0.20313136,test,Arteriole adventitia
12,0.12376052,0.20014904,0.13845234,0.8799243,0.8799243,0.99367845,0.20014904,test,Capillary lumen
12,0.15922113,0.22933157,0.17777261,0.73560685,0.73560685,0.9925146,0.22933158,test,Capillary wall
12,0.33406645,0.34677804,0.3465808,0.9685922,0.9685922,0.996387,0.34677804,test,Venule lumen
12,0.39373046,0.4114842,0.4169175,0.9582687,0.9582687,0.99614763,0.4114842,test,Venule wall
12,0.8341687,0.84182554,0.8442266,0.98670346,0.98670346,0.9996128,0.84182554,test,Immune cells
12,0.91807854,0.92004764,0.9185352,0.99945676,0.99945676,0.99799305,0.92004764,test,Nerve trunks
12,0.4698481,0.50011337,0.50182027,0.9202685,0.9202685,0.9914162,0.50011337,test,Mean
12,0.88389707,0.90098953,0.936473,0.94504285,0.94504285,0.99982625,0.90098953,train,Arteriole lumen
12,0.8494997,0.87593096,0.91752696,0.9210949,0.9210949,0.9982494,0.87593096,train,Arteriole media
12,0.18316394,0.20114967,0.20040305,0.96948135,0.96948135,0.9617015,0.20114967,train,Arteriole adventitia
12,0.030711891,0.05384514,0.032432243,0.94086546,0.94086546,0.9900787,0.053845137,train,Capillary lumen
12,0.24508294,0.29340237,0.25861514,0.89771485,0.89771485,0.9914421,0.29340237,train,Capillary wall
12,0.5122498,0.54765177,0.5559606,0.9333719,0.9333719,0.99380445,0.5476518,train,Venule lumen
12,0.3564991,0.40047085,0.4057416,0.9039721,0.9039721,0.9928035,0.40047085,train,Venule wall
12,0.88690794,0.91682076,0.9076365,0.9632385,0.9632385,0.9963896,0.91682076,train,Immune cells
12,0.9049663,0.9262856,0.94960046,0.9545926,0.9545926,0.9986031,0.9262856,train,Nerve trunks
12,0.53921986,0.56850517,0.57382107,0.93659717,0.93659717,0.99143314,0.56850517,train,Mean
13,0.71852124,0.7521206,0.8505658,0.8652582,0.8652582,0.99979645,0.7521206,test,Arteriole lumen
13,0.6595997,0.69680864,0.74051416,0.90019256,0.90019256,0.9952079,0.69680864,test,Arteriole media
13,0.41726798,0.4258188,0.42383823,0.97945535,0.97945535,0.9538828,0.4258188,test,Arteriole adventitia
13,0.21517763,0.2994656,0.2679945,0.89253247,0.89253247,0.99639595,0.2994656,test,Capillary lumen
13,0.42587015,0.5042708,0.5019014,0.74051976,0.74051976,0.9976194,0.5042708,test,Capillary wall
13,0.5084518,0.5214013,0.53428507,0.9541643,0.9541643,0.9957442,0.5214013,test,Venule lumen
13,0.7353908,0.75397587,0.7885953,0.92492545,0.92492545,0.9986553,0.75397587,test,Venule wall
